order_id;employee_id;order_items;cost;order_time
327;529006731;{chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink,fountain drink};39.60999999999999;09/17/2022
328;229000879;{lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,fountain drink,fountain drink,fountain drink};13.059999999999999;09/17/2022
329;928006887;{buns,grilled chicken,pepperjack cheese,fountain drink,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,buns,crispy chicken,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};48.57999999999999;09/17/2022
330;928006235;{buns,grilled chicken,pepperjack cheese,fountain drink,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink};34.120000000000005;09/17/2022
331;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,tater tots,buns,crispy chicken,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};46.27999999999999;09/17/2022
332;229000879;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,grilled chicken,croutons,ceasar dressing,tater tots,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,french fries,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};73.10999999999999;09/17/2022
333;229000879;{buns,crispy chicken,fountain drink};7.779999999999999;09/17/2022
334;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink};10.78;09/17/2022
335;529006731;{buns,grilled chicken,pepperjack cheese,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};92.77999999999997;09/17/2022
336;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,tater tots,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};70.90999999999998;09/17/2022
337;229000879;{lettuce,grilled chicken,croutons,ceasar dressing,fountain drink};9.48;09/17/2022
338;928006887;{french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink};12.26;09/17/2022
339;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};63.749999999999986;09/17/2022
340;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink};17.26;09/17/2022
341;928006235;{buns,beef,lettuce,onions,tomatoes,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,french fries,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};36.28;09/17/2022
342;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink};14.27;09/17/2022
343;928006235;{buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,buns,grilled chicken,pepperjack cheese,fountain drink,fountain drink,fountain drink,fountain drink};60.67999999999999;09/17/2022
344;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,lettuce,grilled chicken,croutons,ceasar dressing,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,crispy chicken,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};87.30999999999999;09/17/2022
345;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink};21.640000000000004;09/17/2022
346;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,pepperjack cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};79.11999999999999;09/17/2022
347;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};59.75999999999998;09/17/2022
348;928006235;{fountain drink,tater tots,buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};31.800000000000008;09/18/2022
349;229000879;{lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink};9.48;09/18/2022
350;928006235;{buns,beef,lettuce,onions,tomatoes,french fries,buns,grilled chicken,pepperjack cheese,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,tater tots,chicken tenders,chicken tenders,chicken tenders,honey mustard,french fries,fountain drink,fountain drink,fountain drink,fountain drink};38.77999999999999;09/18/2022
351;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,tater tots,fountain drink,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};53.93999999999998;09/18/2022
352;529006731;{buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};30.220000000000006;09/18/2022
353;229000879;{french fries,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};61.34999999999998;09/18/2022
354;928006235;{buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,fountain drink,fountain drink};26.640000000000004;09/18/2022
355;928006887;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};56.35999999999999;09/18/2022
356;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink};22.740000000000006;09/18/2022
357;529006731;{fountain drink,buns,crispy chicken,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,grilled chicken,pepperjack cheese,fountain drink,fountain drink,fountain drink,fountain drink};51.58;09/18/2022
358;529006731;{fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink};12.559999999999999;09/18/2022
359;928006887;{buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink,fountain drink};35.81;09/18/2022
360;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink};16.77;09/18/2022
361;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,french fries,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,french fries,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};51.75999999999999;09/18/2022
362;928006887;{buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink};9.18;09/18/2022
363;229000879;{fountain drink,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};61.35999999999998;09/18/2022
364;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,french fries,french fries,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};39.88999999999999;09/18/2022
365;529006731;{buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};63.24999999999999;09/18/2022
366;928006887;{fountain drink,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,grilled chicken,croutons,ceasar dressing,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,bacon,cheddar cheese,avocado,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,fountain drink,fountain drink};53.089999999999996;09/18/2022
367;229000879;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,crispy chicken,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink};35.41;09/18/2022
368;529006731;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,bacon,cheddar cheese,avocado,tater tots,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink};28.330000000000005;09/18/2022
369;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};85.00999999999999;09/18/2022
370;229000879;{tater tots,chicken tenders,chicken tenders,chicken tenders,honey mustard,tater tots,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};54.249999999999986;09/18/2022
371;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,pepperjack cheese,tater tots,fountain drink,fountain drink};17.55;09/18/2022
372;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink};26.130000000000006;09/18/2022
373;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};54.27999999999999;09/18/2022
374;529006731;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,buns,beef,lettuce,onions,tomatoes,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};78.72999999999999;09/18/2022
375;229000879;{buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};44.89999999999999;09/18/2022
376;229000879;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,crispy chicken,lettuce,grilled chicken,croutons,ceasar dressing,tater tots,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};69.93999999999997;09/18/2022
377;529006731;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink};22.740000000000006;09/18/2022
378;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};35.91;09/18/2022
379;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,grilled chicken,pepperjack cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};81.69999999999999;09/18/2022
380;529006731;{buns,beef,lettuce,onions,tomatoes,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,tater tots,french fries,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};72.11999999999999;09/18/2022
381;928006235;{buns,crispy chicken,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};80.69999999999997;09/18/2022
382;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,french fries,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink};28.220000000000006;09/18/2022
383;928006887;{fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};14.439999999999998;09/18/2022
384;229000879;{fountain drink,tater tots,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink};30.320000000000004;09/18/2022
385;529006731;{buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,lettuce,grilled chicken,croutons,ceasar dressing,lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};76.30999999999999;09/18/2022
386;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,pepperjack cheese,tater tots,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};58.73999999999999;09/18/2022
387;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,tater tots,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,fountain drink,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};66.72999999999999;09/18/2022
388;928006235;{buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink};32.910000000000004;09/18/2022
389;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};44.589999999999996;09/18/2022
390;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink};37.519999999999996;09/18/2022
391;928006235;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};44.289999999999985;09/18/2022
392;928006235;{lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,pepperjack cheese,french fries,fountain drink,fountain drink,fountain drink,fountain drink};30.520000000000007;09/18/2022
393;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};50.78999999999999;09/18/2022
394;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,grilled chicken,pepperjack cheese,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};70.60999999999999;09/18/2022
395;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,crispy chicken,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};44.58999999999999;09/18/2022
396;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,tater tots,fountain drink,fountain drink,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};49.169999999999995;09/19/2022
397;529006731;{lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,grilled chicken,pepperjack cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,french fries,buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};73.29999999999998;09/19/2022
398;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink};40.00999999999999;09/19/2022
399;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink};22.050000000000004;09/19/2022
400;529006731;{buns,beef,lettuce,onions,tomatoes,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,french fries};21.06;09/19/2022
